,Success_Rate,Probability_of_not_occuring,Years_Of_Experience,Behaviour,Insurance,Rating
37,0.9930063329113056,0.7047939363474582,3.0,3.0,1.0,5
38,0.3315348559787621,0.7199250735529069,4.0,3.0,0.0,4
39,0.820281552330268,0.6519508845267059,3.0,2.0,1.0,4
40,0.49400421294636077,0.6541197551170118,1.0,2.0,0.0,2
41,0.33140087995989065,0.7111844811153157,3.0,2.0,0.0,3
42,0.6343908660716326,0.34217256644139327,2.0,3.0,1.0,4
43,0.8381030627536086,0.2264764132439826,2.0,2.0,0.0,3
44,0.017063949370588305,0.26844292562527816,4.0,1.0,0.0,3
45,0.9353005156565429,0.5856964275650897,1.0,2.0,1.0,3
46,0.5598821410068726,0.9162546127733531,3.0,2.0,1.0,4
47,0.6040594262144473,0.04458452816393854,2.0,2.0,1.0,3
48,0.5996865273351706,0.6261987942845486,2.0,2.0,1.0,4
49,0.24338342774733102,0.20411028008586074,4.0,1.0,1.0,4
50,0.5519492514576677,0.521926476586977,4.0,1.0,0.0,4
51,0.5490633494888247,0.7805351507692527,3.0,2.0,0.0,4
52,0.6368421984523431,0.6357810419539701,3.0,1.0,1.0,4
53,0.3454253114046355,0.4262085352424365,4.0,2.0,0.0,4
54,0.7489195701178545,0.6443254481385914,4.0,1.0,0.0,4
55,0.9701430277503386,0.8002736497765536,3.0,2.0,0.0,4
56,0.3500581501155774,0.9209614473630328,3.0,1.0,1.0,4
57,0.7604894306645226,0.29219452905868437,3.0,1.0,0.0,3
58,0.1954307264155669,0.6909422449395844,1.0,1.0,0.0,2
59,0.1383928792912743,0.4912366073226193,2.0,3.0,0.0,3
60,0.15002900576977218,0.8609410872914133,2.0,2.0,0.0,3
61,0.7024115951110025,0.8377103325783593,3.0,3.0,1.0,5
62,0.2458685809873392,0.5674439026226332,3.0,3.0,1.0,4
63,0.02916255100127152,0.5538797324504939,3.0,1.0,1.0,3
64,0.4312216733039652,0.3470412253501016,2.0,3.0,1.0,3
65,0.6231659212595516,0.9258001750649661,3.0,2.0,0.0,4
66,0.35750446123802415,0.1571577322767146,2.0,2.0,0.0,3
67,0.10864948011278508,0.20633571104562487,1.0,1.0,1.0,2
68,0.9836085503097193,0.9273930958165697,3.0,2.0,1.0,5
69,0.5994688808140571,0.8327337021438181,3.0,2.0,1.0,4
70,0.31076537207141997,0.34046461761981395,1.0,2.0,1.0,3
71,0.6425404610898261,0.6511072393301593,1.0,3.0,0.0,3
72,0.6051672630485104,0.6411140177481146,4.0,3.0,1.0,5
73,0.7577315093383064,0.5294413549097065,1.0,2.0,0.0,3
74,0.14681080442270078,0.16611652596633386,1.0,2.0,1.0,2
75,0.9686625602573792,0.5140299125318527,2.0,3.0,0.0,4
76,0.3692401675267505,0.6661250796240424,3.0,2.0,1.0,4
77,0.3112724576192303,0.7939915095493383,2.0,2.0,1.0,3
78,0.5630046665945286,0.9878886500988172,2.0,2.0,0.0,3
79,0.11708373515344717,0.22566078000870415,2.0,3.0,1.0,3
80,0.9233108454305651,0.47031182123106086,4.0,2.0,1.0,5
81,0.8410008385700442,0.8599772881093467,4.0,2.0,1.0,5
82,0.4461256384785104,0.53535614676224,1.0,2.0,0.0,2
83,0.5361622328023855,0.09949461738167009,4.0,2.0,0.0,4
84,0.022995338259109488,0.2968170344970392,3.0,3.0,1.0,4
85,0.8728417694619287,0.09506597602236,1.0,2.0,0.0,3
86,0.11563895513203037,0.2751247369830957,4.0,1.0,0.0,3
87,0.2818519859317423,0.16635275884284972,2.0,3.0,1.0,3
88,0.08725914060528672,0.2581921181453819,2.0,1.0,0.0,2
89,0.30222681317655564,0.14307190192972252,4.0,2.0,1.0,4
90,0.2482826845848045,0.6723475205697347,2.0,3.0,1.0,3
91,0.20311688850262977,0.3569262863992564,1.0,3.0,1.0,3
92,0.1765857458445499,0.5063165917093914,4.0,3.0,0.0,4
93,0.1332669719535713,0.7317506788210921,3.0,1.0,0.0,3
94,0.6201940943303633,0.3596968910888195,3.0,1.0,1.0,4
95,0.24312125078040436,0.9502024853878971,3.0,2.0,0.0,3
96,0.038780664349185145,0.8857108892703581,4.0,1.0,0.0,3
97,0.16516136883897647,0.04905974009985559,2.0,2.0,0.0,2
98,0.7890347571591408,0.48738963375549804,3.0,3.0,0.0,4
99,0.6835296686891128,0.23013457085849787,4.0,2.0,0.0,4
100,0.27643771043070076,0.8529464202373507,2.0,3.0,1.0,4
101,0.14346495718311492,0.20682089754418587,2.0,1.0,1.0,3
102,0.746540295580447,0.9909397093903061,2.0,2.0,0.0,3
103,0.48022157223894935,0.3013701456296831,3.0,2.0,1.0,4
104,0.3860460010926474,0.05669763977013764,2.0,2.0,1.0,3
105,0.26629228596457977,0.09622999938759702,2.0,1.0,1.0,3
106,0.5417928883630233,0.43670611874054777,2.0,2.0,0.0,3
107,0.34440104928091764,0.48288080180481086,2.0,1.0,1.0,3
108,0.5756589977768597,0.7823537417669815,3.0,3.0,0.0,4
109,0.5711855792785482,0.1654187317691822,2.0,2.0,1.0,3
110,0.908268630896916,0.7214070990949464,3.0,1.0,0.0,4
111,0.20016386953586363,0.18923107415175078,2.0,1.0,0.0,2
112,0.049390513259000124,0.07589392324606103,2.0,2.0,0.0,2
113,0.8874597324784105,0.5662024634886277,3.0,1.0,0.0,4
114,0.9914621558281856,0.6493396898020667,3.0,1.0,1.0,4
115,0.21549928074637126,0.7084631245563517,3.0,2.0,0.0,3
116,0.44312057636307733,0.5397257928231538,3.0,1.0,1.0,4
117,0.2852118263896821,0.5182289979449751,3.0,3.0,1.0,4
118,0.5977454150939809,0.27927219952521876,3.0,3.0,0.0,4
119,0.571682587292644,0.6612442669316878,4.0,1.0,0.0,4
120,0.199329636297378,0.045994842346580356,3.0,3.0,1.0,4
121,0.2482810850548952,0.5310892757956649,3.0,1.0,0.0,3
122,0.9948179198871947,0.23196668490702033,2.0,2.0,0.0,3
123,0.7805402275086615,0.20448348263481142,1.0,2.0,1.0,3
124,0.07086746089848095,0.9293952691986245,2.0,2.0,1.0,3
125,0.19801706144134357,0.8668739590155881,2.0,1.0,1.0,3
126,0.3511006266779385,0.19276363787846051,2.0,2.0,1.0,3
127,0.37979573751792084,0.15874727146476963,4.0,3.0,0.0,4
128,0.47300146866959214,0.3799296581861782,1.0,2.0,1.0,3
129,0.8800119439793994,0.856862383583546,2.0,1.0,1.0,4
130,0.649958567202486,0.6679149441761405,3.0,3.0,0.0,4
131,0.21218173524221318,0.20068759201212893,3.0,2.0,1.0,3
132,0.7693007549688502,0.3892295661180206,1.0,1.0,0.0,2
133,0.4603756925921345,0.22124765409907077,1.0,3.0,1.0,3
134,0.6361522809594495,0.3883933639323349,2.0,1.0,1.0,3
135,0.38277386198214725,0.5166044192222004,4.0,3.0,1.0,5
136,0.7719754125329226,0.4118348981322225,2.0,1.0,1.0,3
137,0.2092169972206641,0.7723168514234525,3.0,1.0,0.0,3
138,0.4659462147932676,0.9155092282691673,4.0,2.0,1.0,5
139,0.5133129234553226,0.023022182195258867,1.0,2.0,1.0,3
140,0.4986446635540638,0.1382351376670894,2.0,2.0,0.0,3
141,0.44197984675606217,0.3521635708631691,2.0,3.0,1.0,3
142,0.4391057308592118,0.24289140009339039,2.0,3.0,0.0,3
143,0.9079284303286194,0.4133300715052106,3.0,3.0,1.0,5
144,0.27483062195131314,0.92460474996075,2.0,1.0,1.0,3
145,0.9143536204254846,0.1670260818793422,2.0,2.0,1.0,4
146,0.5170541165744097,0.6387951604252405,1.0,3.0,0.0,3
147,0.014822745779085267,0.0999039666849787,4.0,1.0,0.0,3
148,0.15011348417901382,0.7094883240836892,3.0,1.0,1.0,3
149,0.3595678506340849,0.9127192718016061,2.0,2.0,0.0,3
150,0.5864418462217978,0.5912053957367579,3.0,1.0,1.0,4
151,0.0006186580608301684,0.6918933647272383,1.0,3.0,0.0,2
152,0.0978379984140616,0.7538594358153036,4.0,3.0,0.0,4
153,0.6979953451636972,0.6342321410410671,3.0,2.0,0.0,4
154,0.4304100984511475,0.20828502730169607,4.0,2.0,0.0,4
155,0.7499907412738428,0.6721849238198514,4.0,1.0,0.0,4
156,0.05104403974143534,0.12251868431522428,4.0,2.0,1.0,4
157,0.3128414582607171,0.8794731821495494,1.0,3.0,0.0,3
158,0.6453407173551999,0.3224023720163749,3.0,2.0,1.0,4
159,0.652232004356256,0.2463123851705148,2.0,2.0,0.0,3
160,0.08275546059974437,0.1232125560985664,3.0,3.0,0.0,3
161,0.4544973106368989,0.9826705288975595,4.0,2.0,0.0,4
162,0.012158485644164996,0.13108365568286895,2.0,2.0,0.0,2
163,0.33427997946611254,0.5529626077345894,2.0,2.0,0.0,3
164,0.4635045015748619,0.8862535310399827,3.0,3.0,0.0,4
165,0.87632892188157,0.5033808224032197,1.0,3.0,0.0,3
166,0.35815798465114035,0.38824452017161915,2.0,2.0,1.0,3
167,0.8857220585848494,0.6452008754125709,1.0,2.0,1.0,3
168,0.6373418239581432,0.9775260017701873,2.0,1.0,1.0,3
169,0.48633061526209287,0.23995448683735698,2.0,2.0,0.0,3
170,0.1254887994253735,0.02966980802655861,4.0,2.0,1.0,4
171,0.6102926704437723,0.777627839771725,1.0,3.0,0.0,3
172,0.16407703881774793,0.03187502821209609,3.0,2.0,0.0,3
173,0.014263444535718817,0.8611836818728436,2.0,3.0,0.0,3
174,0.591094069955296,0.8948178929605054,1.0,1.0,1.0,3
175,0.2164596720413876,0.16162342128284624,2.0,1.0,1.0,3
176,0.4660257253212713,0.008175101964227771,1.0,2.0,1.0,3
177,0.8302240599226435,0.06889170053544624,1.0,2.0,1.0,3
178,0.4798646498529623,0.976731124560025,4.0,3.0,0.0,4
179,0.5893355715498301,0.14122493631577104,1.0,2.0,1.0,3
180,0.4787102772423675,0.08216058539473103,3.0,1.0,0.0,3
181,0.7301696209792139,0.6975695937474194,2.0,2.0,0.0,3
182,0.7220115813833733,0.06850579459246364,2.0,1.0,0.0,3
183,0.584703871013295,0.5304400650734908,3.0,2.0,0.0,4
184,0.6821190790815876,0.9710284761649389,1.0,1.0,0.0,2
185,0.15917474241747565,0.6864529401629909,2.0,2.0,0.0,3
186,0.028121111172429658,0.7768207079968308,2.0,1.0,1.0,3
187,0.7277654154565492,0.5008272431289915,2.0,1.0,0.0,3
188,0.7078426671870546,0.5256596863580856,2.0,2.0,0.0,3
189,0.2779334042959638,0.15844215216455304,3.0,3.0,1.0,4
190,0.5423045468973371,0.1589943983291906,3.0,2.0,1.0,4
191,0.37588004529029684,0.08108156981875658,4.0,2.0,0.0,4
192,0.3430792311984292,0.7143271077620673,3.0,2.0,1.0,4
193,0.936717101938499,0.20217819090037903,1.0,2.0,0.0,3
194,0.6517591800049587,0.9393949538268136,3.0,3.0,0.0,4
195,0.904597351623136,0.6728966770130851,3.0,2.0,1.0,4
196,0.7865875584805382,0.18952335197573467,3.0,3.0,0.0,4
197,0.5914761018845286,0.6575730323244566,3.0,3.0,0.0,4
198,0.013892205226674448,0.7562968978171044,3.0,3.0,1.0,4
199,0.9747981929106201,0.7393563234198068,3.0,1.0,0.0,4
200,0.07491772603860192,0.3552593151738679,3.0,2.0,1.0,3
201,0.5495093721685551,0.722983155145106,2.0,2.0,0.0,3
202,0.7048666540865757,0.5893137920093137,3.0,1.0,0.0,3
203,0.9472774278259323,0.4600138143780612,3.0,1.0,0.0,4
204,0.43866104117650817,0.6931428125676398,4.0,3.0,1.0,5
205,0.280542768101548,0.9477810724605809,1.0,2.0,1.0,3
206,0.45448459554048803,0.4978993246038318,3.0,1.0,1.0,4
207,0.4435999329974356,0.9916431782114218,2.0,2.0,1.0,3
208,0.029463715588798456,0.20234055119979355,2.0,2.0,1.0,3
209,0.8531432970747572,0.07413869720439636,4.0,2.0,1.0,5
210,0.6788484683668959,0.23611962280070142,3.0,3.0,1.0,4
211,0.6332244374083453,0.08970486251246712,3.0,2.0,1.0,4
212,0.6075643834587706,0.0917436867231487,1.0,2.0,1.0,3
213,0.07505260177584216,0.5099953215697343,2.0,2.0,1.0,3
214,0.11389886557116802,0.054298662810977394,3.0,2.0,1.0,3
215,0.3435508225868191,0.20012059834063456,1.0,3.0,1.0,3
216,0.3238131578953636,0.1719400827456652,3.0,3.0,0.0,3
217,0.052850661979814695,0.5081489341676485,4.0,3.0,1.0,4
218,0.3791131151970323,0.4028048993547463,2.0,2.0,1.0,3
219,0.1987229936891719,0.043154002415616954,3.0,2.0,1.0,3
220,0.8283423468811525,0.1984165739925997,3.0,2.0,1.0,4
221,0.3075853416269376,0.16008450830288223,3.0,3.0,0.0,3
222,0.17213423688859608,0.6615717792217691,2.0,2.0,0.0,3
223,0.644274506487221,0.5158012479055231,2.0,3.0,1.0,4
224,0.8702613342606841,0.25588649230346683,2.0,2.0,1.0,4
225,0.9341036194454715,0.8006563941724834,4.0,1.0,0.0,4
226,0.9940554256400305,0.4406147903112828,4.0,1.0,0.0,4
227,0.69879145238667,0.10533896259561537,2.0,2.0,0.0,3
228,0.8340897866695611,0.4991114831595539,4.0,3.0,0.0,5
229,0.8911089739464086,0.7560459588776479,2.0,2.0,1.0,4
230,0.38763287757890097,0.9011334241148116,3.0,2.0,1.0,4
231,0.4459119972625569,0.09969795545893667,2.0,3.0,1.0,3
232,0.14851431731119602,0.4903492853655611,2.0,2.0,1.0,3
233,0.2937087287204184,0.39521019171760596,2.0,1.0,0.0,2
234,0.17953794181428628,0.01243600507687348,3.0,3.0,0.0,3
235,0.22225750393576615,0.2809877064791352,4.0,1.0,0.0,3
236,0.5707132729637299,0.5551419029917426,4.0,1.0,1.0,4
237,0.5010264701029291,0.6499506074372842,1.0,3.0,1.0,3
238,0.14509171181110714,0.12769390850169038,1.0,3.0,0.0,2
239,0.430305543462167,0.927701175631324,2.0,1.0,1.0,3
240,0.3460877973654626,0.290589933919733,2.0,2.0,1.0,3
241,0.10150495692708361,0.8695785854405188,3.0,1.0,0.0,3
242,0.20651125886552435,0.626100305088055,3.0,2.0,1.0,4
243,0.2093943167337362,0.726305134034873,2.0,1.0,1.0,3
244,0.053878636479534614,0.4471798000537224,2.0,3.0,0.0,3
245,0.6265663679389645,0.915694334135526,3.0,1.0,0.0,4
246,0.3060622312123834,0.08288951003573775,3.0,2.0,1.0,4
247,0.4796494390824716,0.3999046935423569,2.0,1.0,0.0,3
248,0.12209192136862046,1.0630002674316685e-05,2.0,2.0,1.0,3
249,0.18708565007711775,0.23590343210311004,3.0,1.0,1.0,3
250,0.5339824212477349,0.4140444571102492,2.0,2.0,1.0,3
251,0.990303303471565,0.1934882446579429,2.0,2.0,1.0,4
252,0.1455408985364871,0.6861428267263431,3.0,2.0,0.0,3
253,0.756556738659007,0.9248860037236109,2.0,2.0,0.0,3
254,0.5827328856932645,0.28035981300865986,1.0,3.0,1.0,3
255,0.7279011527480354,0.2902792004534004,3.0,2.0,1.0,4
256,0.0285068167612591,0.7662834160584415,1.0,2.0,1.0,2
257,0.31851663952384135,0.015357626672031555,4.0,3.0,0.0,4
258,0.8050156205659249,0.7958089273520876,2.0,2.0,1.0,4
259,0.833895248255207,0.4979356765573948,2.0,3.0,0.0,4
260,0.7318474478350634,0.8133170742637955,2.0,1.0,1.0,3
261,0.3577917727482578,0.28057126497383955,1.0,2.0,0.0,2
262,0.24772514839865112,0.7736899472655363,3.0,3.0,0.0,4
263,0.33886032017300416,0.1641510206680744,2.0,1.0,1.0,3
264,0.5706087302987267,0.9818807070116129,2.0,1.0,0.0,3
265,0.9596339038115769,0.2769915109525187,2.0,2.0,0.0,3
266,0.4053141170103698,0.2899364852192394,1.0,3.0,1.0,3
267,0.37904687253270086,0.9509826911133561,1.0,3.0,0.0,3
268,0.6605186362321815,0.8833757155181166,4.0,2.0,0.0,4
269,0.3069496485703084,0.715599992417231,3.0,3.0,0.0,4
270,0.34182254275297197,0.2758070899407915,2.0,1.0,0.0,2
271,0.44822528230128145,0.8068591645957749,3.0,3.0,1.0,4
272,0.35585575402025527,0.4749616059884564,4.0,2.0,0.0,4
273,0.6373716820898505,0.280752351863395,4.0,3.0,0.0,4
274,0.9857405040690088,0.37245493462567003,2.0,2.0,1.0,4
275,0.6828940525997186,0.45503192327376807,2.0,2.0,0.0,3
276,0.177027927847056,0.7531866846438076,1.0,2.0,1.0,3
277,0.1662443652494464,0.850111224991234,2.0,2.0,1.0,3
278,0.16378173718181732,0.4453827636789075,2.0,3.0,1.0,3
279,0.12328760672924033,0.9259969473931057,4.0,3.0,1.0,4
280,0.24850625794014147,0.7395791981403125,2.0,2.0,0.0,3
281,0.5878477301481634,0.8363091086575275,1.0,1.0,1.0,3
282,0.008482065632814728,0.24554374792036882,2.0,1.0,1.0,2
283,0.7131955989530687,0.16859335436761191,2.0,2.0,0.0,3
284,0.0156602690427039,0.04837108167715831,1.0,2.0,1.0,2
285,0.195253508341658,0.7072253191390381,3.0,1.0,0.0,3
286,0.057797837571129884,0.6011510926010109,3.0,3.0,0.0,3
287,0.08520487658250897,0.02078552233339015,1.0,2.0,1.0,2
288,0.7127129982823128,0.06277875381469755,3.0,1.0,0.0,3
289,0.279414101997011,0.7072059402663192,2.0,3.0,1.0,3
290,0.93897095470011,0.9682059814496018,2.0,2.0,1.0,4
291,0.7010659859782351,0.148660299446846,2.0,1.0,1.0,3
292,0.3396094054751585,0.8692139934678149,2.0,1.0,1.0,3
293,0.6635035793730893,0.6578410027387669,4.0,1.0,0.0,4
294,0.02331913913070338,0.32624904098486995,2.0,1.0,0.0,2
295,0.9652973305675373,0.13244053314912096,2.0,2.0,0.0,3
296,0.5561750664673307,0.8349319124625355,2.0,2.0,0.0,3
297,0.19166595949326337,0.21891625090787126,2.0,2.0,1.0,3
298,0.641740000572856,0.5164061200507226,2.0,1.0,1.0,3
299,0.37659356436467084,0.45197718080889915,3.0,1.0,0.0,3
300,0.6434333506405033,0.7964429244278641,3.0,3.0,1.0,4
301,0.5464381366080976,0.07943498070409127,4.0,2.0,1.0,4
302,0.7545233864144487,0.7008338193813733,2.0,2.0,0.0,3
303,0.8655409887975949,0.31512556268110403,2.0,3.0,0.0,4
304,0.43001053826539637,0.6844585669027181,3.0,2.0,1.0,4
305,0.23146181504068097,0.34527996594790555,4.0,3.0,0.0,4
306,0.27969492540669383,0.2555844669538405,1.0,1.0,1.0,2
307,0.07969688365041672,0.8955164608828717,3.0,1.0,1.0,3
308,0.08308603478306875,0.8437019194199105,4.0,1.0,1.0,4
309,0.7565118386589642,0.3262884213509756,1.0,1.0,0.0,2
310,0.037472440614054414,0.7043611260886525,4.0,1.0,0.0,3
311,0.07173009416816811,0.2777708153991002,2.0,2.0,0.0,2
312,0.5614331426610253,0.1371781724247646,2.0,1.0,1.0,3
313,0.9604821633729326,0.6014788806870618,2.0,3.0,0.0,4
314,0.6312378953816201,0.893143793921794,2.0,2.0,0.0,3
315,0.9036112585165321,0.5260202652210805,2.0,2.0,1.0,4
316,0.2116026469063178,0.2078806700204796,4.0,2.0,0.0,4
317,0.8052350714962682,0.13277207754201614,3.0,1.0,0.0,3
318,0.25257105902208754,0.3667446537875565,3.0,2.0,0.0,3
319,0.008103971712823732,0.15843191210727448,4.0,3.0,1.0,4
320,0.6896955147130046,0.33071213281799783,3.0,1.0,0.0,3
321,0.15624619901022407,0.7727079752471803,4.0,3.0,0.0,4
322,0.20418686212951864,0.7280201397301201,4.0,2.0,1.0,4
323,0.9958547546446396,0.22222562664840373,3.0,2.0,0.0,4
324,0.6886132503476782,0.5028456883623734,4.0,2.0,1.0,5
325,0.6009450102402237,0.26562706217617027,3.0,3.0,1.0,4
326,0.7256086351428289,0.6878660156090711,3.0,2.0,0.0,4
327,0.19766273672419898,0.48679434366972196,1.0,2.0,0.0,2
328,0.008492157354396457,0.6445058718782418,2.0,2.0,0.0,2
329,0.9150863951618228,0.4785132003483461,3.0,2.0,1.0,4
330,0.00030074948990665984,0.10098535656755303,2.0,3.0,1.0,3
331,0.011042251368640121,0.9820178319551118,3.0,1.0,1.0,3
332,0.17333557269136768,0.31558321106060694,3.0,3.0,1.0,4
333,0.48176937553311894,0.9281228075663381,2.0,2.0,0.0,3
334,0.4312487787499798,0.5481044882073207,2.0,2.0,0.0,3
335,0.8677054090928719,0.5332558710023083,2.0,2.0,0.0,3
336,0.6071324304982252,0.48937644161322447,3.0,1.0,1.0,4
337,0.7103664703639991,0.8213348018962693,3.0,1.0,0.0,4
338,0.8219796707675384,0.8896678397211942,2.0,3.0,0.0,4
339,0.15249386080427496,0.36346490848400814,3.0,2.0,1.0,3
340,0.3835376089378669,0.010182604670125106,1.0,2.0,0.0,2
341,0.3891791306020118,0.6297873117294537,4.0,1.0,0.0,4
342,0.2749338986718002,0.6356967563730214,1.0,2.0,0.0,2
343,0.582851500479261,0.5761471182346221,3.0,1.0,1.0,4
344,0.9103291155425,0.25364154672206185,2.0,1.0,0.0,3
345,0.2730836734867855,0.4498519052233585,2.0,2.0,1.0,3
346,0.8884081457653211,0.6072940193590475,3.0,2.0,0.0,4
347,0.5429481528141215,0.809831552334926,3.0,2.0,1.0,4
348,0.8847986982108382,0.6566632519768604,4.0,1.0,1.0,5
349,0.6009881279127388,0.008166816215214867,2.0,2.0,0.0,3
350,0.801216255659663,0.5630115685792454,3.0,3.0,0.0,4
351,0.09359628655201802,0.3363764473240063,2.0,3.0,1.0,3
352,0.22222931676453617,0.4675856844257762,3.0,2.0,0.0,3
353,0.2228254839345104,0.6285944599366643,2.0,2.0,1.0,3
354,0.5324556001135587,0.7846074698543241,2.0,2.0,0.0,3
355,0.006566083918531085,0.31239714518743655,3.0,2.0,1.0,3
356,0.21023836033597298,0.10818939578327036,4.0,1.0,0.0,3
357,0.18743268794013468,0.6520090187725536,3.0,3.0,1.0,4
358,0.1401125299014394,0.22125335628707798,4.0,2.0,0.0,4
359,0.6278977334232269,0.9748093518199517,4.0,1.0,0.0,4
360,0.7100120005815227,0.48250234670933867,2.0,3.0,1.0,4
361,0.2154965312702226,0.03992870719605324,1.0,2.0,0.0,2
362,0.8390432826245174,0.7118234788747708,4.0,3.0,1.0,5
363,0.3780452427899429,0.616790730234818,3.0,3.0,0.0,4
364,0.02015849179010487,0.5930726117653738,2.0,1.0,1.0,3
365,0.8007651896014722,0.7809581616596133,3.0,1.0,0.0,4
366,0.9161142935060199,0.9823850540164988,4.0,2.0,1.0,5
367,0.7507837728899069,0.7221128820899655,4.0,1.0,0.0,4
368,0.8628772438367217,0.09078969678147175,2.0,2.0,1.0,4
369,0.8975099849668983,0.5720905685077998,2.0,2.0,1.0,4
370,0.7959282929804015,0.10665636786402188,2.0,1.0,0.0,3
371,0.2742129188194996,0.950560668579802,3.0,2.0,0.0,3
372,0.9666329294974784,0.05838693628611358,4.0,1.0,1.0,5
373,0.6982950588597423,0.8369405468525142,1.0,2.0,0.0,3
374,0.7269609463205653,0.9816344030791769,1.0,1.0,1.0,3
375,0.4397790416556633,0.40281273260634454,2.0,1.0,1.0,3
376,0.7805699308284612,0.2994234470717605,2.0,3.0,0.0,3
377,0.6927924692664039,0.9455794771738797,3.0,3.0,1.0,5
378,0.14526148752415857,0.679654116499857,4.0,3.0,0.0,4
379,0.4339260694531636,0.3024565654531961,3.0,3.0,1.0,4
380,0.3962640188368255,0.45588352647490293,3.0,3.0,0.0,4
381,0.24687185608654272,0.18435883738847814,3.0,3.0,0.0,3
382,0.1661393967906427,0.037767528564867314,3.0,2.0,0.0,3
383,0.5639830744387213,0.2977350051672989,2.0,3.0,1.0,4
384,0.6068202318707602,0.05534108798972326,4.0,3.0,0.0,4
385,0.4047413425865447,0.296577711777952,2.0,2.0,0.0,3
386,0.662039139858988,0.7241906909920507,1.0,2.0,1.0,3
387,0.07173282396552394,0.007204890737254832,4.0,3.0,0.0,4
388,0.509430150401838,0.12794856566822377,3.0,2.0,0.0,3
389,0.5032325625980111,0.5889509262412712,2.0,2.0,1.0,3
390,0.4276333485148941,0.1034321583173422,1.0,3.0,1.0,3
391,0.11365108709519356,0.7194958429169142,4.0,2.0,0.0,4
392,0.736604740297659,0.20553314773680353,1.0,2.0,0.0,3
393,0.354672912587101,0.8489449076922837,2.0,2.0,1.0,3
394,0.5631718442832305,0.6770620648342522,3.0,1.0,0.0,3
395,0.23831967816358512,0.9336632967516092,2.0,2.0,1.0,3
396,0.402309528378058,0.8165147027546055,4.0,1.0,0.0,4
397,0.027482392907024034,0.5632321337270139,2.0,2.0,1.0,3
398,0.8766722513193005,0.29847837401560173,3.0,3.0,1.0,5
399,0.45181634874958254,0.18184585068461778,2.0,3.0,1.0,3
400,0.13544711971657575,0.1608588611080246,3.0,2.0,0.0,3
401,0.6201763120286173,0.2842366750429426,3.0,3.0,0.0,4
402,0.763896591638454,0.520737487662459,2.0,3.0,1.0,4
403,0.6707523286200724,0.3559823106338321,2.0,2.0,1.0,3
404,0.08276593701215618,0.9522786837122545,2.0,1.0,0.0,2
405,0.29347129160274465,0.46052964479362635,3.0,2.0,1.0,4
406,0.2900175639462179,0.9929554592289057,1.0,3.0,1.0,3
407,0.05883490910040001,0.24799478069988334,1.0,1.0,0.0,2
408,0.3566568763411615,0.9095015361851885,4.0,2.0,0.0,4
409,0.7190337208366694,0.487149407991155,3.0,2.0,1.0,4
